A0,A1,A2,A3,A4,A5,A6,A7,A8,label,reason
47,3,87,0,46,24262,40,41,0,1.0,A5
37,0,108,0,36,12,71,72,0,0.0,0
41,1,106,1,42,5,65,65,0,0.0,0
48,4,88,6,46,0,40,42,2,0.0,0
44,0,83,0,42,27,39,41,2,0.0,0
55,3,87,0,54,0,32,33,2,0.0,0
39,4,88,0,38,0,49,50,0,0.0,0
39,2,81,2,38,0,42,42,0,0.0,0
37,0,78,6302,4,3,42,83,42,1.0,A3
37,0,103,0,30,5,66,72,6,0.0,0
49,0,87,0,46,2,38,41,2,0.0,0
44,0,76,0,42,22,32,35,476,1.0,A8
108,0,97,7,38,0,57,58,2,1.0,A0
53,0,88,8,52,6,35,36,2,0.0,0
51,1,77,0,50,0,26,28,2,0.0,0
37,2,79,0,26,0,42,53,12,0.0,0
41,0,82,5,38,0,41,43,2,0.0,0
46,4,79,0,46,0,33,32,0,0.0,0
42,1,86,0,42,0,43,44,2,0.0,0
46,1,90,0,46,2,44,43,0,0.0,0
49,2,83,0,46,1,34,37,2,0.0,0
45,6476,81,0,46,17,36,35,0,1.0,A1
44,4,83,0,42,20,40,42,2,0.0,0
39,2,77,0,38,0,39,39,0,0.0,0
45,1,90,0,44,0,45,46,2,0.0,0
37,0,104,0,16,7,67,88,22,0.0,0
51,2,91,0,52,11,40,39,0,0.0,0
43,0,83,0,42,9,40,42,2,0.0,0
50,5,81,0,50,0,30,32,2,0.0,0
45,0,79,6,44,7,34,35,2,0.0,0
45,0,86,6,44,12,168,42,2,1.0,A6
49,0,82,0,50,18,33,33,0,0.0,0
43,0,76,0,44,31,32,32,0,0.0,0
37,0,76,6302,30,30,40,45,6,1.0,A3
52,0,86,5,52,0,33,34,0,0.0,0
54,0,86,0,54,0,32,32,0,0.0,0
57,2,87,0,56,0,30,30,0,0.0,0
37,0,78,0,10,1,42,68,26,0.0,0
41,0,77,1,38,19,36,38,2,0.0,0
53,0,80,0,54,17,27,26,0,0.0,0
49,0,84,0,46,9,35,37,2,0.0,0
38,3,75,0,38,1,37,36,0,0.0,0
38,0,77,5,38,0,39,38,0,0.0,0
37,1,80,0,36,0,168,44,0,1.0,A6
38,3,77,1,38,5,39,38,0,0.0,0
41,4,76,0,42,1,35,35,0,0.0,0
55,0,95,0,54,28,40,41,2,0.0,0
41,5,76,0,42,9,35,34,0,0.0,0
59,0,86,0,60,10,28,27,0,0.0,0
37,0,76,0,26,9,39,50,12,0.0,0
37,0,99,2,28,0,62,71,8,0.0,0
37,0,238,0,38,4,39,38,0,1.0,A2
37,0,96,0,38,20,59,57,0,0.0,0
46,0,80,0,46,13,34,34,0,0.0,0
45,0,88,0,44,2,43,44,2,0.0,0
44,3,86,2,44,21,42,42,0,0.0,0
38,5,238,0,36,27,37,39,2,1.0,A2
45,1,86,4,46,24,41,40,0,0.0,0
53,0,81,0,52,9,28,29,2,0.0,0
46,0,79,0,46,6,168,32,0,1.0,A6
51,0,89,2,52,10,38,37,0,0.0,0
58,3,80,1,56,0,22,23,2,0.0,0
41,3,88,0,42,0,47,46,0,0.0,0
37,0,78,0,24,24,42,55,14,0.0,0
37,0,82,0,38,23,45,43,0,0.0,0
37,0,77,0,34,9,168,43,4,1.0,A6
46,0,86,0,44,16,41,42,2,0.0,0
45,0,85,0,44,1,41,41,0,0.0,0
43,4,87,0,44,15,44,43,0,0.0,0
40,5,83,0,537,0,43,44,2,1.0,A4
39,2,102,0,38,0,63,63,0,0.0,0
47,1,81,5,46,7,34,34,0,0.0,0
51,0,84,0,50,19,33,35,2,0.0,0
46,2,100,0,46,0,54,53,0,0.0,0
37,0,79,0,30,21,42,48,6,0.0,0
37,1,76,0,38,9,38,37,0,0.0,0
41,1,80,0,38,15,39,41,2,0.0,0
37,0,77,0,24,4,40,54,14,0.0,0
41,0,75,0,42,17,34,34,0,0.0,0
37,0,76,2,34,17,39,43,4,0.0,0
37,5,104,0,18,15,66,86,20,0.0,0
43,4,88,0,42,0,45,46,2,0.0,0
37,0,93,0,30,1,56,62,6,0.0,0
44,1,76,0,44,1,32,32,476,1.0,A8
108,0,86,0,46,13,38,40,2,1.0,A0
37,0,92,2,18,6,55,74,20,0.0,0
37,0,80,0,8,8,168,72,30,1.0,A6
39,0,79,2,38,4,41,41,0,0.0,0
46,1,88,0,46,4,42,41,0,0.0,0
57,3,106,2,56,0,49,49,0,0.0,0
45,5,86,0,537,18,41,40,0,1.0,A4
53,0,77,0,54,2,24,23,0,0.0,0
46,0,88,0,46,12,42,41,0,0.0,0
42,4,79,0,42,0,37,37,0,0.0,0
37,0,77,3,537,15,41,70,28,1.0,A4
53,0,79,0,52,4,26,27,2,0.0,0
46,1,76,3,46,0,30,30,0,0.0,0
41,0,78,0,38,11,37,39,2,0.0,0
37,0,77,0,6,12,40,72,32,0.0,0
37,0,80,0,16,2,168,65,22,1.0,A6
42,0,86,6,42,0,44,44,0,0.0,0
46,0,79,0,44,22,33,35,2,0.0,0
49,0,89,0,50,15,40,40,0,0.0,0
37,0,80,0,28,5,43,52,8,0.0,0
51,0,86,7,52,0,35,34,0,0.0,0
108,4,81,0,42,0,40,40,0,1.0,A0
37,0,81,0,26,9,45,55,10,0.0,0
59,0,84,0,56,3,25,27,2,0.0,0
51,5,78,0,50,21,27,29,2,0.0,0
37,0,108,0,36,15,71,72,0,0.0,0
48,3,79,0,46,0,31,33,2,0.0,0
54,2,82,0,54,0,28,28,0,0.0,0
43,4,81,0,42,0,38,40,2,0.0,0
49,0,87,3,46,16,38,41,2,0.0,0
51,1,102,0,52,20,51,50,0,0.0,0
50,5,107,0,50,0,57,58,0,0.0,0
37,0,79,0,18,0,43,61,18,0.0,0
44,4,87,0,44,0,43,43,0,0.0,0
41,0,79,0,42,22,39,38,0,0.0,0
37,0,81,0,30,5,45,424,6,1.0,A7
37,2,77,1,0,5,40,77,36,0.0,0
44,0,79,0,42,28,36,38,2,0.0,0
37,12,78,0,10,0,42,68,26,0.0,0
37,0,106,6,28,9,69,78,8,0.0,0
45,0,92,3,44,0,48,48,0,0.0,0
50,0,83,1,50,0,32,33,2,0.0,0
46,1,82,0,44,16,36,38,2,0.0,0
43,1,89,2,42,0,46,48,2,0.0,0
46,0,93,3,46,0,48,47,476,1.0,A8
52,0,81,1,52,0,29,30,0,0.0,0
55,1,83,0,54,0,27,28,2,0.0,0
37,0,79,0,10,4,42,69,26,0.0,0
37,0,105,0,36,7,68,69,2,0.0,0
53,0,83,0,52,24,30,32,2,0.0,0
37,1,80,3,2,0,43,83,40,0.0,0
37,0,108,6,30,1,71,77,476,1.0,A8
44,1,79,0,44,16,36,35,0,0.0,0
58,4,83,0,56,0,26,26,0,0.0,0
41,0,82,0,42,14,41,41,0,0.0,0
41,0,108,0,42,0,67,67,0,0.0,0
39,3,88,0,38,0,49,50,0,0.0,0
50,0,86,7,50,0,36,37,0,0.0,0
48,0,102,1,50,25,53,53,0,0.0,0
37,0,76,1,36,21,38,39,2,0.0,0
52,5,84,0,54,29,31,30,0,0.0,0
41,0,76,0,38,2,35,37,2,0.0,0
43,0,81,6302,42,10,37,39,2,1.0,A3
37,0,95,0,10,8,58,84,26,0.0,0
55,0,86,3,54,0,31,32,2,0.0,0
47,0,83,3,46,0,36,37,0,0.0,0
49,0,77,1,50,6,28,28,0,0.0,0
37,0,77,6302,24,16,40,54,14,1.0,A3
46,3,80,2,46,0,34,34,0,0.0,0
37,0,79,4,2,0,42,76,34,0.0,0
45,1,79,0,46,12,33,32,0,0.0,0
41,0,79,0,38,28,39,41,2,0.0,0
45,3,81,0,44,24262,36,37,2,1.0,A5
38,1,77,0,38,15,39,38,0,0.0,0
56,2,96,0,54,0,40,42,2,0.0,0
58,4,86,0,56,2,28,30,2,0.0,0
51,4,86,0,52,25,35,35,0,0.0,0
41,0,77,0,42,23,37,36,0,0.0,0
37,0,97,0,34,10,60,64,4,0.0,0
37,2,77,0,36,0,40,41,0,0.0,0
58,4,81,0,56,0,23,24,2,0.0,0
38,0,90,8,8,0,52,82,30,0.0,0
53,0,84,0,52,1,31,32,2,0.0,0
37,0,81,1,2,6,44,84,476,1.0,A8
43,4,83,0,42,10,40,42,2,0.0,0
46,1,86,0,46,0,41,40,0,0.0,0
49,0,87,0,50,8,38,38,0,0.0,0
37,0,75,0,18,19,38,57,18,0.0,0
41,0,83,5,38,6,42,44,2,0.0,0
37,0,79,1,6,18,43,74,32,0.0,0
37,0,77,0,8,25,41,70,28,0.0,0
45,5,88,0,44,335,168,44,2,1.0,A6
37,0,81,1,26,0,44,55,10,0.0,0
52,1,82,3,52,4,29,30,0,0.0,0
50,3,78,0,50,0,28,29,0,0.0,0
37,0,81,0,24,2,44,58,14,0.0,0
37,0,79,0,36,10,41,43,2,0.0,0
57,0,80,6,56,0,23,23,0,0.0,0
55,4,79,0,54,0,25,25,0,0.0,0
56,0,81,0,56,13,25,24,0,0.0,0
49,0,77,0,46,24262,28,30,2,1.0,A5
45,0,78,0,44,7,33,34,2,0.0,0
40,0,80,1,38,0,40,41,2,0.0,0
37,0,74,0,26,14,38,48,10,0.0,0
37,2,77,0,0,6,40,77,36,0.0,0
108,0,76,1,24,0,40,53,14,1.0,A0
37,0,81,2,36,8,43,44,2,0.0,0
37,0,83,1,18,0,47,65,476,1.0,A8
46,0,86,2,44,25,40,42,2,0.0,0
37,0,82,0,12,0,45,69,24,0.0,0
37,0,76,1,26,6,39,50,10,0.0,0
48,0,89,1,46,4,41,424,2,1.0,A7
37,0,79,0,24,0,43,56,14,0.0,0
47,3,82,0,46,0,34,35,0,0.0,0
37,0,79,0,537,4,42,43,2,1.0,A4
44,0,81,6302,42,23,37,39,2,1.0,A3
56,0,95,0,54,18,40,41,2,0.0,0
56,1,86,0,56,13,30,29,0,0.0,0
45,3,83,0,44,11,37,39,2,0.0,0
38,3,82,1,38,1,44,43,0,0.0,0
37,0,77,4,28,20,40,48,8,0.0,0
38,0,76,0,36,30,38,39,2,0.0,0
37,0,104,0,26,2,66,78,12,0.0,0
37,0,75,5,24,2,38,52,14,0.0,0
37,0,80,0,28,28,43,52,8,0.0,0
37,0,77,2,30,15,40,46,6,0.0,0
51,5,80,0,52,21,29,28,0,0.0,0
42,3,83,0,42,0,41,42,0,0.0,0
37,0,76,5,20,16,39,55,16,0.0,0
37,0,75,3,24,16,38,52,14,0.0,0
55,0,81,3,54,0,26,27,2,0.0,0
42,1,86,3,42,5,44,424,0,1.0,A7
37,0,101,2,30,9,64,70,6,0.0,0
38,0,102,6302,36,26,65,66,2,1.0,A3
37,0,79,0,34,5,43,46,2,0.0,0
44,2,84,5,44,0,40,41,0,0.0,0
42,5,238,0,42,0,37,38,2,1.0,A2
41,0,76,0,38,27,34,37,2,0.0,0
44,1,81,0,44,21,37,37,476,1.0,A8
50,2,78,2,50,0,28,29,2,0.0,0
37,0,77,0,10,27,40,66,26,0.0,0
44,5,81,1,44,2,37,37,0,0.0,0
51,5,83,0,50,20,31,33,2,0.0,0
43,0,95,0,44,13,52,51,0,0.0,0
44,0,77,7,44,4,33,33,476,1.0,A8
37,0,80,0,28,13,43,52,8,0.0,0
40,3,107,5,38,0,67,424,2,1.0,A7
46,0,89,4,46,0,43,42,0,0.0,0
51,0,77,0,52,3,26,25,0,0.0,0
37,0,81,2,36,0,44,44,0,0.0,0
37,3,79,0,34,31,41,45,4,0.0,0
53,1,78,0,54,0,168,24,0,1.0,A6
37,0,78,0,10,18,42,68,26,0.0,0
37,0,79,1,36,10,42,43,2,0.0,0
37,0,80,0,24,5,43,57,14,0.0,0
47,3,76,0,46,0,29,29,0,0.0,0
42,5,83,0,42,0,41,41,0,0.0,0
37,0,76,0,26,25,39,50,12,0.0,0
44,1,93,0,44,0,49,50,0,0.0,0
53,0,77,6,52,19,25,26,2,0.0,0
41,0,81,0,42,27,41,40,0,0.0,0
38,0,78,0,38,3,40,39,0,0.0,0
58,0,87,4,56,0,30,30,0,0.0,0
56,0,95,0,54,0,40,41,2,0.0,0
40,0,79,3,38,0,39,41,2,0.0,0
62,0,109,4,60,0,47,49,2,0.0,0
37,0,79,6,24,0,42,55,14,0.0,0
42,0,82,2,42,0,39,41,2,0.0,0
37,0,76,0,34,7,40,43,476,1.0,A8
48,1,87,6302,46,5,39,41,2,1.0,A3
41,0,86,0,42,24,45,44,0,0.0,0
43,0,80,0,42,11,37,39,2,0.0,0
40,5,76,0,38,1,36,37,2,0.0,0
50,0,111,8,50,0,60,62,2,0.0,0
37,0,106,2,24,2,68,82,14,0.0,0
37,0,77,5,34,24262,40,44,4,1.0,A5
43,3,79,0,42,0,37,38,2,0.0,0
41,0,79,0,42,15,39,38,0,0.0,0
43,3,82,0,44,24,39,424,0,1.0,A7
37,0,106,1,537,5,69,85,16,1.0,A4
63,2,110,1,62,0,47,48,0,0.0,0
47,4,84,7,46,0,38,38,0,0.0,0
53,3,78,0,52,6,25,26,2,0.0,0
37,0,77,0,38,25,39,38,0,0.0,0
37,0,77,0,26,1,40,51,10,0.0,0
57,0,86,6,56,0,29,29,0,0.0,0
42,4,79,0,42,0,37,37,0,0.0,0
45,3,81,1,44,0,36,37,2,0.0,0
60,0,110,4,60,0,50,51,2,0.0,0
37,0,81,0,30,17,45,50,6,0.0,0
37,0,83,0,0,30,46,83,36,0.0,0
37,0,92,6,10,0,54,81,28,0.0,0
47,4,82,0,46,0,35,35,0,0.0,0
37,0,79,0,24,6,42,55,14,0.0,0
45,0,88,0,44,14,42,44,2,0.0,0
45,21,83,0,44,201,38,39,476,1.0,A8
38,2,76,1,38,0,38,37,0,0.0,0
46,0,79,0,46,5,33,424,0,1.0,A7
44,3,79,0,42,6,35,37,476,1.0,A8
37,0,82,0,18,10,45,64,18,0.0,0
37,0,79,0,8,18,42,71,28,0.0,0
52,0,88,8,52,2,36,37,0,0.0,0
44,0,80,0,44,3,36,36,0,0.0,0
45,2,79,0,46,19,33,32,0,0.0,0
56,3,85,0,56,1,29,28,0,0.0,0
37,0,76,2,28,2,39,47,8,0.0,0
37,0,76,0,30,24,40,45,6,0.0,0
56,0,83,0,54,27,27,29,2,0.0,0
51,2,86,0,50,12,36,37,2,0.0,0
44,0,83,0,44,3,38,39,0,0.0,0
37,0,104,0,18,6,67,86,18,0.0,0
48,1,95,0,46,7,47,49,2,0.0,0
38,0,76,6302,38,2,38,37,0,1.0,A3
43,1,79,0,42,18,35,37,2,0.0,0
37,0,77,0,10,6,40,66,26,0.0,0
37,0,75,0,30,26,38,44,6,0.0,0
45,1,92,4,44,0,48,48,0,0.0,0
44,0,77,0,44,8,34,34,0,0.0,0
36,6476,82,0,36,0,46,46,0,1.0,A1
64,2,113,8,62,0,49,51,2,0.0,0
37,0,76,0,38,17,38,37,0,0.0,0
44,0,86,0,44,22,43,42,0,0.0,0
37,0,104,0,16,9,67,89,22,0.0,0
45,3,85,0,44,0,41,41,0,0.0,0
53,0,85,0,52,7,32,33,2,0.0,0
49,3,77,0,50,14,29,28,0,0.0,0
37,1,75,3,24,7,38,52,14,0.0,0
43,0,81,0,44,23,38,37,0,0.0,0
50,2,85,0,50,0,36,36,0,0.0,0
37,0,77,0,28,18,40,48,8,0.0,0
49,0,88,0,46,6,168,41,2,1.0,A6
108,0,88,4,44,22,43,44,2,1.0,A0
37,1,75,0,34,0,38,41,4,0.0,0
56,3,95,0,54,0,40,41,2,0.0,0
46,3,90,0,46,6,44,44,0,0.0,0
45,3,80,0,44,6,35,36,2,0.0,0
55,2,81,7,54,0,27,27,0,0.0,0
49,0,84,2,50,12,35,35,0,0.0,0
44,0,238,1,42,22,37,39,2,1.0,A2
37,0,76,0,36,30,40,40,0,0.0,0
57,1,92,8,56,0,34,35,0,0.0,0
46,2,81,0,44,26,35,37,476,1.0,A8
41,5,97,0,42,18,57,56,0,0.0,0
40,0,78,3,38,0,38,39,2,0.0,0
56,0,96,3,54,11,40,42,2,0.0,0
37,6476,80,0,20,0,43,59,16,1.0,A1
45,5,93,0,44,0,49,50,0,0.0,0
37,0,97,1,28,0,60,69,8,0.0,0
47,0,84,6,46,0,36,37,0,0.0,0
42,0,79,4,42,0,36,37,2,0.0,0
45,0,79,6,44,2,33,35,2,0.0,0
37,0,108,1,36,4,71,72,0,0.0,0
42,3,77,2,42,0,35,36,2,0.0,0
51,0,86,0,537,25,36,35,0,1.0,A4
46,1,77,0,46,12,32,424,0,1.0,A7
55,0,81,5,54,0,25,26,476,1.0,A8
47,5,78,0,46,0,31,424,0,1.0,A7
37,0,76,0,26,4,40,50,10,0.0,0
45,5,76,0,44,0,30,32,2,0.0,0
41,0,81,0,38,15,41,43,2,0.0,0
49,0,96,6302,50,0,47,47,0,1.0,A3
41,3,108,2,42,16,67,424,0,1.0,A7
37,0,77,0,22,3,41,101,60,0.0,0
37,0,77,0,24,10,40,54,14,0.0,0
37,0,84,0,28,5,47,55,8,0.0,0
49,6476,86,0,46,27,38,40,2,1.0,A1
43,2,84,1,42,0,41,43,2,0.0,0
56,0,80,6,56,11,24,23,0,0.0,0
49,4,81,0,50,11,32,32,0,0.0,0
37,0,80,0,34,26,43,46,2,0.0,0
47,6476,87,0,46,1,40,41,0,1.0,A1
41,0,76,0,38,16,34,37,2,0.0,0
43,2,76,1,42,0,33,35,2,0.0,0
52,0,103,2,54,29,51,49,0,0.0,0
47,1,106,1,46,0,60,60,0,0.0,0
41,2,83,1,38,3,42,44,2,0.0,0
41,1,78,0,42,7,37,37,0,0.0,0
37,0,76,2,34,14,39,42,2,0.0,0
37,6476,84,0,28,2,47,55,8,1.0,A1
37,0,81,0,8,0,44,73,28,0.0,0
46,2,81,6302,46,9,35,34,0,1.0,A3
44,5,77,0,42,12,33,35,2,0.0,0
37,0,79,0,10,3,43,69,26,0.0,0
42,3,88,0,42,0,45,46,2,0.0,0
37,6476,77,0,36,19,39,41,2,1.0,A1
39,0,86,4,38,0,47,47,0,0.0,0
37,0,98,0,30,4,61,67,6,0.0,0
37,0,78,0,2,18,41,81,40,0.0,0
44,4,76,6302,44,0,31,32,0,1.0,A3
46,2,86,0,46,10,41,40,0,0.0,0
37,0,93,0,12,9,55,80,24,0.0,0
52,1,84,0,52,0,31,32,0,0.0,0
43,0,79,8,42,0,36,37,2,0.0,0
51,0,86,0,50,26,35,37,2,0.0,0
38,0,92,0,18,4,54,74,20,0.0,0
46,3,80,0,46,0,34,34,476,1.0,A8
49,0,78,0,50,20,29,29,476,1.0,A8
37,0,77,0,28,6,40,48,8,0.0,0
38,1,76,0,38,22,38,37,0,0.0,0
49,0,81,0,46,28,33,35,2,0.0,0
37,1,81,5,36,17,168,44,2,1.0,A6
44,0,81,1,44,3,37,37,0,0.0,0
55,2,97,0,54,0,41,42,2,0.0,0
47,6476,83,0,46,0,36,36,0,1.0,A1
52,4,90,0,52,0,38,38,0,0.0,0
37,0,76,1,24,0,39,53,14,0.0,0
48,5,107,0,46,0,59,60,2,0.0,0
37,0,98,2,30,2,61,67,6,0.0,0
43,0,84,6,42,8,41,43,2,0.0,0
108,2,96,0,54,3,40,42,2,1.0,A0
37,0,106,7,36,0,69,70,2,0.0,0
49,0,111,0,46,10,62,64,2,0.0,0
37,0,78,0,8,2,41,70,30,0.0,0
51,2,83,0,50,5,32,34,2,0.0,0
51,1,83,0,52,6,31,31,0,0.0,0
45,1,83,0,46,3,37,424,0,1.0,A7
42,4,82,0,42,0,40,41,0,0.0,0
37,0,84,0,20,20,47,63,16,0.0,0
52,3,82,0,52,0,30,30,0,0.0,0
42,1,84,0,42,24262,42,43,0,1.0,A5
38,1,90,0,36,19,52,53,2,0.0,0
49,0,87,6,50,18,38,38,0,0.0,0
37,0,99,0,30,5,61,68,6,0.0,0
41,0,81,0,42,25,41,40,0,0.0,0
41,4,82,6302,38,14,41,43,2,1.0,A3
51,2,86,0,52,5,35,35,0,0.0,0
51,0,78,0,52,5,27,26,0,0.0,0
60,0,109,0,60,0,49,50,0,0.0,0
41,0,82,0,42,29,41,41,0,0.0,0
41,0,80,2,42,1,39,39,0,0.0,0
37,0,93,0,16,4,168,77,22,1.0,A6
56,0,81,0,54,10,25,27,2,0.0,0
56,0,97,4,54,0,41,43,476,1.0,A8
46,0,86,0,46,6,41,40,0,0.0,0
37,0,77,7,18,2,41,96,54,0.0,0
49,0,86,0,50,157,37,37,0,0.0,0
46,0,77,8,46,4,31,30,0,0.0,0
46,0,85,0,44,28,39,41,2,0.0,0
56,0,97,8,54,7,41,42,2,0.0,0
38,3,92,0,26,25,54,66,12,0.0,0
37,0,108,1,34,0,71,75,4,0.0,0
37,0,107,0,28,8,69,78,8,0.0,0
37,0,79,2,16,4,42,63,22,0.0,0
37,0,76,206,20,0,40,55,16,0.0,0
49,0,87,5,46,12,38,41,2,0.0,0
37,5,75,0,537,0,38,57,18,1.0,A4
45,1,93,0,46,19,48,47,0,0.0,0
37,0,77,0,26,11,40,51,10,0.0,0
42,3,79,0,42,0,36,37,2,0.0,0
53,0,81,0,54,0,28,27,0,0.0,0
43,2,86,1,44,19,42,42,0,0.0,0
54,0,84,7,54,0,30,30,0,0.0,0
37,0,82,0,4,14,45,87,42,0.0,0
41,0,86,0,38,2,45,47,2,0.0,0
47,0,89,3,46,0,42,42,0,0.0,0
56,0,81,0,54,6,25,26,2,0.0,0
37,1,92,1,10,4,54,81,28,0.0,0
43,1,79,1,42,0,36,37,2,0.0,0
53,0,84,6302,52,9,31,32,2,1.0,A3
37,0,108,4,36,0,71,71,0,0.0,0
52,2,77,0,537,0,25,25,0,1.0,A4
108,1,82,0,56,12,26,25,0,1.0,A0
37,0,98,0,30,0,61,67,6,0.0,0
41,1,76,0,42,12,35,35,0,0.0,0
43,3,83,0,42,16,40,42,2,0.0,0
37,0,77,0,10,2,40,66,26,0.0,0
46,0,77,7,46,3,31,30,0,0.0,0
59,0,87,0,56,19,28,30,2,0.0,0
46,4,79,0,46,21,33,32,0,0.0,0
37,3,76,0,36,0,39,39,0,0.0,0
41,0,77,2,38,24,36,38,2,0.0,0
43,0,78,4,42,0,35,37,2,0.0,0
45,3,93,0,44,22,48,50,2,0.0,0
44,1,80,0,44,17,36,36,0,0.0,0
42,0,108,0,42,0,66,424,2,1.0,A7
58,4,85,7,56,0,28,28,0,0.0,0
66,0,109,0,68,14,43,42,0,0.0,0
37,0,103,0,24,11,66,80,14,0.0,0
41,0,88,1,38,4,48,50,2,0.0,0
47,4,79,0,46,0,33,33,0,0.0,0
41,5,80,0,42,9,39,39,0,0.0,0
41,6476,86,3,38,12,45,47,2,1.0,A1
43,1,78,0,42,7,35,37,2,0.0,0
37,0,78,0,4,14,42,83,42,0.0,0
37,0,75,0,28,5,38,46,8,0.0,0
37,0,77,8,30,0,41,46,6,0.0,0
56,3,92,0,56,0,36,35,0,0.0,0
44,0,108,0,44,10,64,64,0,0.0,0
37,0,77,0,10,7,40,66,26,0.0,0
37,0,77,0,18,11,40,59,18,0.0,0
41,0,79,2,42,14,38,37,0,0.0,0
48,2,81,1,46,0,33,34,2,0.0,0
51,0,91,0,50,12,40,42,2,0.0,0
49,1,238,0,50,15,53,53,0,1.0,A2
45,0,76,1,44,1,31,32,2,0.0,0
44,0,86,0,44,2,43,42,0,0.0,0
43,1,79,0,42,9,35,37,2,0.0,0
37,0,104,0,26,6,66,78,12,0.0,0
56,0,95,0,54,6,40,41,2,0.0,0
47,0,81,6,46,0,34,35,0,0.0,0
41,3,82,0,38,25,168,43,2,1.0,A6
43,5,83,0,42,0,39,41,2,0.0,0
49,2,78,0,50,2,29,29,0,0.0,0
55,4,78,0,56,30,23,21,0,0.0,0
48,4,77,0,46,0,29,30,2,0.0,0
55,0,90,7,54,0,36,36,0,0.0,0
43,0,81,2,42,5,37,39,2,0.0,0
44,0,82,6,44,8,168,38,0,1.0,A6
44,4,76,0,44,13,32,32,476,1.0,A8
37,0,76,0,36,1,168,40,2,1.0,A6
37,0,84,4,30,15,47,53,6,0.0,0
41,0,79,0,38,2,39,41,2,0.0,0
37,0,79,0,36,15,41,43,2,0.0,0
37,0,94,0,34,29,57,61,4,0.0,0
45,0,78,6,46,19,33,32,0,0.0,0
55,0,86,1,56,27,31,30,0,0.0,0
51,1,238,0,52,8,31,31,0,1.0,A2
37,0,90,0,36,21,53,54,2,0.0,0
37,0,76,6,34,26,39,43,4,0.0,0
49,2,88,0,50,0,39,39,0,0.0,0
46,0,78,6302,46,5,32,32,0,1.0,A3
37,0,79,0,6,28,42,74,32,0.0,0
45,0,76,0,46,14,31,30,0,0.0,0
37,4,104,0,18,8,66,86,20,0.0,0
37,0,238,0,24,12,60,74,14,1.0,A2
37,0,77,0,20,11,41,57,16,0.0,0
49,1,83,0,50,0,33,424,0,1.0,A7
45,3,82,6,46,11,37,35,0,0.0,0
43,0,86,7,44,17,43,42,0,0.0,0
45,4,107,0,44,19,168,63,2,1.0,A6
45,0,76,1,44,8,31,32,2,0.0,0
37,1,79,0,28,1,42,51,8,0.0,0
44,5,86,0,42,13,42,44,2,0.0,0
41,0,86,8,42,0,45,45,0,0.0,0
52,5,86,0,52,8,33,34,0,0.0,0
53,1,86,0,54,14,33,32,0,0.0,0
37,4,76,0,30,0,39,45,6,0.0,0
37,0,77,6302,26,17,40,51,10,1.0,A3
37,6476,104,0,28,0,67,76,8,1.0,A1
38,0,86,0,38,14,48,47,0,0.0,0
49,0,107,0,50,18,58,58,0,0.0,0
51,2,88,0,50,18,36,39,2,0.0,0
38,1,79,0,38,7,41,40,0,0.0,0
49,0,79,0,46,13,30,32,2,0.0,0
53,1,78,6302,54,8,25,24,0,1.0,A3
45,1,86,0,44,0,41,42,2,0.0,0
108,0,83,0,44,18,40,39,0,1.0,A0
46,5,84,0,46,2,38,37,0,0.0,0
45,0,81,2,44,0,36,37,2,0.0,0
42,2,80,8,42,0,38,39,0,0.0,0
44,5,86,0,44,14,43,42,0,0.0,0
37,0,77,0,16,9,40,61,22,0.0,0
37,0,77,0,30,29,41,46,6,0.0,0
43,0,86,0,42,19,43,45,2,0.0,0
38,0,92,0,16,1,54,77,22,0.0,0
53,0,86,4,54,9,33,32,0,0.0,0
45,0,79,1,44,1,34,35,0,0.0,0
37,0,83,0,537,26,47,88,42,1.0,A4
47,0,86,3,46,0,40,40,0,0.0,0
49,1,108,7,50,0,168,58,0,1.0,A6
56,0,81,2,54,7,25,26,2,0.0,0
44,0,83,0,42,18,39,41,2,0.0,0
56,0,91,0,56,21,35,34,0,0.0,0
54,0,78,0,54,24262,24,24,0,1.0,A5
47,4,238,0,46,0,34,35,0,1.0,A2
47,0,86,6,46,0,39,424,0,1.0,A7
49,0,88,0,50,17,40,39,0,0.0,0
43,2,89,1,42,0,46,48,2,0.0,0
58,0,86,0,56,0,27,29,2,0.0,0
50,3,106,1,50,0,56,57,0,0.0,0
44,1,86,3,44,5,42,42,0,0.0,0
47,0,77,0,46,1,31,31,0,0.0,0
46,0,88,3,46,12,42,41,0,0.0,0
37,0,77,3,2,0,40,75,34,0.0,0
37,0,79,0,28,8,42,50,8,0.0,0
41,1,81,0,42,15,41,424,0,1.0,A7
37,0,79,0,0,22,42,79,36,0.0,0
46,0,84,1,46,24262,38,37,0,1.0,A5
44,0,238,0,42,28,33,35,2,1.0,A2
49,0,95,6302,50,14,46,46,0,1.0,A3
45,4,85,1,44,0,41,41,0,0.0,0
37,0,106,0,36,7,68,69,2,0.0,0
37,0,75,4,26,3,38,49,10,0.0,0
52,5,91,6302,52,0,38,39,0,1.0,A3
46,0,77,0,46,1,31,30,0,0.0,0
56,0,86,0,56,19,30,29,0,0.0,0
38,0,92,0,12,5,54,79,24,0.0,0
39,1,77,5,38,0,38,38,0,0.0,0
45,0,86,2,46,17,41,40,0,0.0,0
53,3,102,6,54,2,49,48,0,0.0,0
55,1,96,0,54,0,41,42,2,0.0,0
46,0,80,0,46,5,34,34,0,0.0,0
